text,aspectTerms/aspectTerm/0/_term,aspectTerms/aspectTerm/0/_polarity,aspectTerms/aspectTerm/0/_from,aspectTerms/aspectTerm/0/_to,aspectCategories/aspectCategory/0/_category,aspectCategories/aspectCategory/0/_polarity,_id,aspectCategories/aspectCategory/1/_category,aspectCategories/aspectCategory/1/_polarity,aspectTerms/aspectTerm/1/_term,aspectTerms/aspectTerm/1/_polarity,aspectTerms/aspectTerm/1/_from,aspectTerms/aspectTerm/1/_to,aspectTerms/aspectTerm/2/_term,aspectTerms/aspectTerm/2/_polarity,aspectTerms/aspectTerm/2/_from,aspectTerms/aspectTerm/2/_to,aspectTerms/aspectTerm/3/_term,aspectTerms/aspectTerm/3/_polarity,aspectTerms/aspectTerm/3/_from,aspectTerms/aspectTerm/3/_to,aspectTerms/aspectTerm/4/_term,aspectTerms/aspectTerm/4/_polarity,aspectTerms/aspectTerm/4/_from,aspectTerms/aspectTerm/4/_to,aspectTerms/aspectTerm/5/_term,aspectTerms/aspectTerm/5/_polarity,aspectTerms/aspectTerm/5/_from,aspectTerms/aspectTerm/5/_to,aspectTerms/aspectTerm/6/_term,aspectTerms/aspectTerm/6/_polarity,aspectTerms/aspectTerm/6/_from,aspectTerms/aspectTerm/6/_to,aspectCategories/aspectCategory/2/_category,aspectCategories/aspectCategory/2/_polarity,aspectTerms/aspectTerm/7/_term,aspectTerms/aspectTerm/7/_polarity,aspectTerms/aspectTerm/7/_from,aspectTerms/aspectTerm/7/_to,aspectCategories/aspectCategory/3/_category,aspectCategories/aspectCategory/3/_polarity,aspectTerms/aspectTerm/8/_term,aspectTerms/aspectTerm/8/_polarity,aspectTerms/aspectTerm/8/_from,aspectTerms/aspectTerm/8/_to
The lava cake dessert was incredible and I recommend it.,lava cake dessert,positive,4,21,food,positive,3316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT is what baby pizzas hope to be when they grow up.,baby pizzas,neutral,11,22,anecdotes/miscellaneous,positive,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative,18,25,food,negative,738,service,negative,food,negative,40,44,managers,negative,81,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive,80,84,food,positive,1549,price,positive,food,positive,152,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The last time I went we were seated at a table in a corridor next to the kitchen.,table,negative,41,46,anecdotes/miscellaneous,negative,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good selection of wines ranging from affordable to high end.,selection of wines,positive,5,23,food,positive,2941,price,conflict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nice restaurant overall, with classic upscale Italian decor.",Italian decor,positive,46,59,ambience,positive,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not impressed with the food.,food,negative,23,27,food,negative,2921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The entire dining experience was wonderful!,dining experience,positive,11,28,anecdotes/miscellaneous,positive,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,wine selection,positive,4,18,food,positive,1878,anecdotes/miscellaneous,positive,reservation,neutral,101,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,Service,positive,0,7,service,positive,858,,,maitre,positive,91,97,reservation,negative,71,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Order the panang duck, it's fantastic.",panang duck,positive,10,21,food,positive,3376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,conflict,0,4,food,conflict,173,,,raw vegatables,negative,76,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Other than the crappy service from two individuals, it's great.",service,negative,22,29,service,conflict,1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What more can you ask for?,,,,,anecdotes/miscellaneous,positive,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,,,,,anecdotes/miscellaneous,neutral,3564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They have authentic Indian at amazin prices.,Indian,positive,20,26,food,positive,1404,price,positive,prices,positive,37,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You are treated just like royality.,,,,,service,positive,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"There's nice and quiet, small but enough for 6 (or more).",,,,,ambience,conflict,3288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambiance- relaxed and stylish.,Ambiance,positive,0,8,ambience,positive,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,,,,,anecdotes/miscellaneous,negative,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,positive,30,40,food,positive,2639,,,Sea Bass,positive,42,50,Crispy Duck,positive,55,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,positive,20,31,food,negative,1474,,,ingredients,positive,48,59,pizza,negative,80,85,crust,neutral,122,127,,,,,,,,,,,,,,,,,,,,,,,,
"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",,,,,ambience,negative,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,positive,54,60,food,positive,2059,,,Dal Bukhara,positive,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I look forward to eating here again,eating,positive,18,24,anecdotes/miscellaneous,positive,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've been coming here as a child and always come back for the taste.,taste,positive,62,67,food,positive,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal,positive,99,103,food,positive,2498,ambience,positive,price,positive,114,119,,,,,,,,,,,,,,,,,,,,,price,positive,,,,,,,,,,
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of prosecco,positive,29,46,food,positive,2469,,,mussels,positive,56,63,glass of Leaping Lizard,positive,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",Food,neutral,0,4,food,negative,567,,,creme brulee,negative,21,33,sugar,negative,50,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food always tastes fresh and served promptly.,food,positive,4,8,food,positive,3517,service,positive,served,positive,33,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I know because I live nearby.,,,,,anecdotes/miscellaneous,neutral,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The pizza here is delicious.,pizza,positive,4,9,food,positive,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My entire family was horrified.,,,,,anecdotes/miscellaneous,negative,2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On a monthly basis my friends and I get together and have a girls night out.,,,,,anecdotes/miscellaneous,neutral,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",Pizza,positive,0,5,food,positive,2548,service,positive,delivery,positive,80,88,garlic knots,positive,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",chinese food,positive,10,22,food,positive,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
But who says Murray's is anything about service.,service,neutral,40,47,service,neutral,3175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,negative,104,108,food,negative,2209,anecdotes/miscellaneous,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have NEVER been disappointed in the Red Eye.,,,,,anecdotes/miscellaneous,positive,2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hats off to the chef.,chef,positive,16,20,food,positive,1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This should have been done in a back room - away from customers.,,,,,anecdotes/miscellaneous,negative,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,negative,0,7,anecdotes/miscellaneous,positive,3537,service,negative,teapot,positive,138,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glad you have the luxury to throw out paying customers.,,,,,anecdotes/miscellaneous,neutral,3213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,positive,4,9,food,positive,1743,,,fresh mozzarella,positive,34,50,cheese,negative,90,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Its an excellent place to relax and the food is one of the best in the city of New York.,place,positive,17,22,food,positive,1321,ambience,positive,food,positive,40,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"service is friendly, and never had a problem walking in and getting a table.",service,positive,0,7,service,positive,2907,,,getting a table,positive,60,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The atmosphere was crowded but it was a great bistro-type vibe.,atmosphere,conflict,4,14,ambience,conflict,1890,,,bistro-type vibe,positive,46,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check it out,,,,,anecdotes/miscellaneous,positive,2675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",waitress,negative,15,23,service,negative,2588,,,tables,neutral,101,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't go.,,,,,anecdotes/miscellaneous,negative,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food was bland oily.,food,negative,4,8,food,negative,3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
But they do.,,,,,anecdotes/miscellaneous,neutral,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What is even better, is that the prices are very affordable as well, and the food is really good.",prices,positive,33,39,food,positive,709,price,positive,food,positive,77,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The fish is fresh but the variety of fish is nothing out of ordinary.,fish,positive,4,8,food,conflict,1198,,,variety of fish,negative,26,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).,,,,,anecdotes/miscellaneous,neutral,2380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suan has challenged this loyalty.,,,,,anecdotes/miscellaneous,neutral,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",pesto pizza,positive,23,34,food,positive,2302,,,house salad,positive,40,51,bottle of wine,positive,64,78,meal,positive,13,17,,,,,,,,,,,,,,,,,,,,,,,,
"And Kruno, the beverage manager is the best bartender I have yet to come across.",bartender,positive,44,53,service,positive,1110,,,beverage manager,positive,15,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ambiance and music funky, which I enjoy.",Ambiance,positive,0,8,ambience,positive,973,,,music,positive,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The food, drinks and service are clearly among the best in the city.",food,positive,4,8,food,positive,2132,service,positive,drinks,positive,10,16,service,positive,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I went there in late afternoon for some bite size food and refleshment with my date.,food,neutral,50,54,anecdotes/miscellaneous,neutral,231,,,refleshment,neutral,59,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's a really great deal, considering we got full off of four dollars.",,,,,price,positive,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,positive,82,90,food,positive,250,ambience,positive,service,positive,108,115,foods,positive,217,222,tastes,positive,228,234,sommlier,positive,128,136,captain,positive,163,170,back waiters,positive,175,187,service,positive,,,,,,,,,,
Went with mommy (the only person who could afford taking me here).,,,,,anecdotes/miscellaneous,neutral,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My friends and I were on vacation in NY and was referred to Chance by a friend.,,,,,anecdotes/miscellaneous,neutral,3653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last time I went here, the waitress didn't come back after taking our order.",waitress,negative,27,35,service,negative,2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the tandoori salmon!,tandoori salmon,positive,8,23,food,positive,3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I am completely hooked on this place, it is ridiculous.",,,,,anecdotes/miscellaneous,positive,1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,positive,15,25,anecdotes/miscellaneous,negative,3686,ambience,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,negative,12,17,service,positive,1922,ambience,negative,service,positive,55,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have recommended the place to friends, always gets good response.",,,,,anecdotes/miscellaneous,positive,2978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We will return many times for this oasis in mid-town.,,,,,anecdotes/miscellaneous,positive,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I love the atmorphere @ peep!,atmorphere,positive,11,21,ambience,positive,2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enjoy!,,,,,anecdotes/miscellaneous,positive,1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We weren't!,,,,,anecdotes/miscellaneous,neutral,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is one of my favorite restaurants and it is not to be missed.,,,,,anecdotes/miscellaneous,positive,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,,,,,anecdotes/miscellaneous,neutral,3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It could have been handled better.,,,,,anecdotes/miscellaneous,negative,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The service was attentive and her suggestions of menu items was right on the mark.,service,positive,4,11,service,positive,603,,,menu items,positive,49,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,positive,31,48,food,positive,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be aware that it's CASH or AMEX only!,,,,,anecdotes/miscellaneous,neutral,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,positive,202,207,food,positive,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's a rather cramped and busy restaurant and it closes early.,,,,,ambience,negative,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,positive,4,15,food,negative,2521,service,negative,food,negative,37,41,service,negative,59,66,,,,,,,,,,,,,,,,,ambience,positive,,,,,,,,,,
"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,positive,7,22,food,positive,1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,neutral,55,66,anecdotes/miscellaneous,neutral,2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They were served warm and had a soft fluffy interior.,,,,,food,positive,2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What came to our table was burned beyond recognition and stringy.,table,neutral,17,22,food,negative,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I had the Pad Thai and the noodles were sticky.,Pad Thai,negative,10,18,food,negative,2448,,,noodles,negative,27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,neutral,57,66,anecdotes/miscellaneous,neutral,3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,positive,80,101,price,positive,1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,positive,53,58,food,positive,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The hostess is rude to the point of being offensive.,hostess,negative,4,11,service,negative,3129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,positive,35,39,food,positive,2271,service,negative,wait building,negative,88,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,negative,9,17,ambience,negative,1554,,,space,negative,34,39,counters,negative,79,87,counter,negative,148,155,entrees,neutral,170,177,,,,,,,,,,,,,,,,,,,,
The food is great.,food,positive,4,8,food,positive,2306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,steaks,positive,10,16,food,positive,1975,,,salads,positive,76,82,sides,positive,87,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lunch came with pickels and slaw, no extra charge.",Lunch,positive,0,5,price,positive,3699,,,pickels and slaw,neutral,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decent wine at reasonable prices.,wine,positive,7,11,food,positive,2875,price,positive,prices,positive,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All conveniently delivered right to the door.,delivered,positive,17,26,service,positive,2303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
even the wine by the glass was good.,wine by the glass,positive,9,26,food,positive,2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nice Family owned traditional restaurant.,,,,,anecdotes/miscellaneous,positive,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
would have rather tried terrace in the sky or water club for that price,price,negative,66,71,anecdotes/miscellaneous,neutral,809,price,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This dish is my favorite and I always get it when I go there and never get tired of it.,dish,positive,5,9,food,positive,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I also ordered the Change Mojito, which was out of this world.",Change Mojito,positive,19,32,food,positive,3655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okay service.,service,neutral,5,12,service,neutral,2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The only thing more wonderful than the food (which is exceptional) is the service.,food,positive,39,43,food,positive,1624,service,positive,service,positive,74,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We were very pleasantly surprised.,,,,,anecdotes/miscellaneous,positive,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The food was just awful, ATROCIOUS actually.",food,negative,4,8,food,negative,2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I will never visit this restaurant again.,,,,,anecdotes/miscellaneous,negative,3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The soup for the udon was soy sauce and water.,soup for the udon,negative,4,21,food,negative,338,,,soy sauce,neutral,26,35,water,neutral,40,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,positive,4,14,food,positive,1630,,,calamari,positive,45,53,filling pasta mains,positive,67,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The waitress suggested glasses of wine that went very well with the food.,waitress,positive,4,12,food,positive,1907,service,positive,food,neutral,68,72,glasses of wine,positive,23,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(or sister, in my case!).",,,,,anecdotes/miscellaneous,neutral,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've eaten at many different Indian restaurants.,,,,,anecdotes/miscellaneous,neutral,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"They might be all business at the counter when you give your order, but their food says I love you.",food,positive,78,82,food,positive,1535,service,negative,counter,negative,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,29,34,food,positive,3202,,,ceviche mix (special),positive,90,111,crab dumplings,positive,113,127,assorted sashimi,positive,129,145,sushi,positive,147,152,rolls,positive,157,162,sake,positive,177,181,,,banana tempura,positive,191,205,,,,,,
