,text,Food Probability,Place Probability,Service Probability,Topic
292,"Get your food to go, find a bench, and kick back with a plate of dumplings.",0.05878296,0.062406015,0.87881106,Service
293,"Please try the Filet Mignon, its just the most tender piece ever.",0.09825019,0.76607764,0.13567221,Place
294,"Everything we had was pretty good, but we have only been there once.",0.5726774,0.32915077,0.098171845,Food
295,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",0.28041443,0.04267282,0.6769127,Service
296,Something about them being busy with holiday party's.,0.66018355,0.16790016,0.17191632,Food
297,The sake menu should not be overlooked!,0.6337282,0.184845,0.18142678,Food
298,I would highly recommend.,0.80543476,0.08675044,0.107814826,Food
299,This place is great.,0.11864803,0.75798076,0.123371206,Place
300,the drinks are amazing and half off till 8pm.,0.11715483,0.7695613,0.11328385,Place
301,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,0.07303924,0.10616223,0.8207985,Service
302,"With so many poor experiences to be had in the theater district, is truly an excellent find!",0.8313697,0.08948079,0.07914952,Food
303,This has got to be one of the most overrated restaurants in Brooklyn.,0.644044,0.17646688,0.1794891,Food
304,"The service, wine selection, ambiance are all outstanding and deserve recognition.",0.07557567,0.85566616,0.06875814,Place
305,"Went there last night for 2 year anniversery, and wasn't all that impressed.",0.6768823,0.24439865,0.078719,Food
306,It was rather pathetic that it took them over an hour to seat us.,0.78758085,0.12651882,0.08590031,Food
307,"We were seated promptly as we had reservations, however after that the service was slow.",0.062253073,0.838702,0.09904489,Place
308,At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.,0.77399135,0.094857015,0.13115157,Food
309,"It's really also the service, is good and the waiters are friendly.",0.05474839,0.8896726,0.05557908,Place
310,Suan was a recommendation that I am glad we heeded.,0.6556173,0.17299096,0.17139174,Food
311,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",0.2552571,0.68962765,0.05511522,Place
312,We visit at least once a month.,0.11809283,0.1186893,0.7632179,Service
313,"It is set far from the small street it's on, and there is no traffic noise.",0.13656645,0.4778349,0.3855987,Place
314,"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",0.8159471,0.12125093,0.06280193,Food
315,I'll keep this short.,0.64475155,0.18367223,0.17157619,Food
316,I felt as though I were eating in Paris.,0.09596017,0.11145481,0.792585,Service
317,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,0.11264268,0.79569733,0.091659956,Place
318,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",0.5673649,0.3805355,0.052099623,Food
319,"However, it's not worth a special trip.",0.21794367,0.09736395,0.6846924,Service
320,Nice value.,0.12031787,0.49172354,0.38795856,Place
321,Gigino's in Wagner Park is so enjoyable.,0.6528639,0.17588195,0.17125411,Food
322,And it was quick which is very important.,0.33333334,0.33333334,0.33333334,Food
323,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,0.8854106,0.057346217,0.057243213,Food
324,All the NYU students love this place so it makes for a fun young atmosphere.,0.08483958,0.6040622,0.31109828,Place
325,The food here does a great service to the name (Cantonese that is...).,0.08752341,0.82120544,0.091271125,Place
326,"But, nothing stands out about the cooking.",0.34936062,0.123179786,0.52745956,Service
327,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,0.0468276,0.9093249,0.04384751,Place
328,"If that's a problem, go to McDonald's and destroy your insides.",0.65635663,0.1703859,0.17325749,Food
329,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,0.08048353,0.3946992,0.5248173,Service
330,I've been here 3 times for lunch and it is one of my favorites in the city.,0.0818909,0.071010515,0.8470985,Service
331,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",0.6471249,0.2384628,0.11441227,Food
332,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",0.76692224,0.1175304,0.11554741,Food
333,Always busy but fast moving.,0.27028826,0.1269073,0.6028044,Service
334,Too bad the food wasn't of the same heritage.,0.17486121,0.6428009,0.18233785,Place
335,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",0.22506468,0.7365187,0.038416617,Place
336,Sexy.,0.33333334,0.33333334,0.33333334,Food
337,"The food was really good, I had the onion soup and it was one of the best ever.",0.052546233,0.89762646,0.04982726,Place
338,"I will have to say, this Bengali Fast Food joint is clearly my favorite.",0.08748334,0.097805,0.8147117,Service
339,I'm not picky - but it was actually gross.,0.17433876,0.6564727,0.16918859,Place
340,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",0.87238926,0.06893242,0.05867833,Food
341,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",0.61773354,0.31344435,0.06882214,Food
342,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",0.062916376,0.06604736,0.87103623,Service
343,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",0.0679706,0.29693162,0.6350978,Service
344,"Even with John's and Joe's around the corner, this place will make a name for itself.",0.83032894,0.082706206,0.086964875,Food
345,"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",0.12610638,0.14493959,0.7289541,Service
346,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",0.81816435,0.08493216,0.09690344,Food
347,My girlfriend convinced me to go in the other night for a quick bite.,0.6244485,0.19847932,0.17707223,Food
348,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",0.49177584,0.3454077,0.16281646,Food
349,despite the untasteful previous review...,0.17139578,0.16812916,0.6604751,Service
350,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",0.10338731,0.07379691,0.8228158,Service
351,"Sure, everyone's got their favorite, but to know Sal, is to know New York.",0.063640974,0.20536351,0.73099554,Service
352,I think that it is absolutely brilliant and well runned business operation.,0.82825005,0.08679746,0.08495246,Food
353,Also they were $15 each!,0.19224596,0.6278177,0.1799364,Place
354,"The service is ok, some of the people didn't get what they asked for.",0.13259573,0.7476096,0.11979466,Place
355,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",0.5923823,0.05172001,0.35589772,Food
356,If you want good authentic Thai this place is not the place to go.,0.056651536,0.87437004,0.06897845,Place
357,I recommend getting a reservation even though we saw people seated without one.,0.39190644,0.56447315,0.043620374,Place
358,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,0.8571868,0.072299704,0.07051353,Food
359,This is as good as neighborhood restaurants come.,0.3889192,0.5368835,0.074197315,Place
360,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",0.08818864,0.82362944,0.08818196,Place
361,"You order from a menu, so you leave feeling like you missed the full experience.",0.058544163,0.045969296,0.8954865,Service
362,One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.,0.09247851,0.061973576,0.8455479,Service
363,We will go back every time we are in the City.,0.07635914,0.068655044,0.85498583,Service
364,we love th pink pony.,0.1681865,0.17026241,0.6615511,Service
365,So eat fast and order a lot.,0.114552476,0.11651405,0.7689335,Service
366,Staff is very accomodating.,0.64522487,0.17200346,0.18277173,Food
367,I have to agree with the previous reviewer.,0.1713955,0.16812915,0.6604754,Service
368,--Eat Club is a roving group of NYC gluttons,0.6558256,0.17130908,0.1728653,Food
369,"If you were there when it first opened, give this restaurant a second chance.",0.85332334,0.073571436,0.07310519,Food
370,I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,0.82455635,0.08973408,0.08570957,Food
371,"If you like Sakagura but you feel it's too much, you'd better try Yokocho.",0.069610015,0.07796833,0.85242164,Service
372,yourself a favor and have dinner here and see if you dont agree with me.,0.6184151,0.19663514,0.18494977,Food
373,Definitely a great spot for a nice occasion or date.,0.06129146,0.78000957,0.15869896,Place
374,You can't go wrong with this place.,0.11532927,0.7688691,0.11580164,Place
375,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,0.10385834,0.7773558,0.11878584,Place
376,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,0.069307916,0.6914469,0.23924519,Place
377,Not pretentious and very economical.,0.33333334,0.33333334,0.33333334,Food
378,"The food was terrific and the service classy, attentive, without being overbearing.",0.074234486,0.845877,0.07988858,Place
379,This is an amazing place to try some roti rolls.,0.099610515,0.72537893,0.17501055,Place
380,Fresh ingredients and everything is made to order.,0.0721118,0.074262656,0.8536256,Service
381,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",0.27506545,0.6765666,0.048367985,Place
382,Quick and friendly service.,0.11795121,0.75688493,0.1251639,Place
383,Authentic bistro!,0.18730819,0.171606,0.6410858,Service
384,"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",0.7781585,0.1410195,0.080822065,Food
385,Somewhat pricey but what the heck.,0.33333334,0.33333334,0.33333334,Food
386,"It's true, this place is not cheap.",0.11676323,0.76714414,0.116092674,Place
387,"Try the hot dogs too, they're snappy and delicious.",0.17088315,0.6558012,0.17331567,Place
388,Delivery is fast too.,0.112037696,0.11623567,0.7717266,Service
389,"Being from the south, there aren't any good delis in my area and while watching Foods across America on PBS I found out about Katz's Deli.",0.0691569,0.8559791,0.074864,Place
